dcterms:identifier,osgeo:termID,rdf:type,rdf:type,rdfs:label,osgeo:abbreviation,skos:prefLabel @en,skos:altLabel @en,skos:definition @en,osgeo-lang:eng-note,osgeo-lang:eng-note,osgeo-lang:eng-note,osgeo:example @en,osgeo:example @en,osgeo:hasSource,osgeo:hasSource,osgeo:clause,osgeo:hasInfo,osgeo:hasReview,osgeo:hasLDAPI,osgeo:jsonURI,osgeo:hasLDAPI,osgeo:jsonldURI,osgeo:hasLDAPI,osgeo:rdfxmlURI,osgeo:hasLDAPI,osgeo:rdfxmlURI2,skos:inScheme,osgeo:hasOrigin @anyURI,osgeo:hasOrigin,osgeo:classification,skos:notation
162,osgeo-concept:c162,skos:Concept,owl:NamedIndividual,GPC Global Information Solutions,GPC/GIS,GPC Global Information Solutions,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info162,osgeo-review:Review162,ldapi162-json,https://osgeo.geolexica.org/api/ldapi/162.json,ldapi162-jsonld,https://osgeo.geolexica.org/api/ldapi/162.jsonld,ldapi162-rdfxml,https://osgeo.geolexica.org/api/ldapi/162.rdf,ldapi162-skosrdf,https://osgeo.geolexica.org/api/ldapi/162.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,162
163,osgeo-concept:c163,skos:Concept,owl:NamedIndividual,GPS Exchange Format,,GPS Exchange Format,,XML Schema for describing GPS data,,,,"EXAMPLE  In MapServer, OGR can be used to transform and render GPX data.",,https://mapserver.org/glossary.html,,,osgeo-info:Info163,osgeo-review:Review163,ldapi163-json,https://osgeo.geolexica.org/api/ldapi/163.json,ldapi163-jsonld,https://osgeo.geolexica.org/api/ldapi/163.jsonld,ldapi163-rdfxml,https://osgeo.geolexica.org/api/ldapi/163.rdf,ldapi163-skosrdf,https://osgeo.geolexica.org/api/ldapi/163.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,163
164,osgeo-concept:c164,skos:Concept,owl:NamedIndividual,Graphic Interchange Format,GIF,Graphic Interchange Format,,platform­-independent graphics format developed by CompuServe,Note to entry: The GIF format is generally recommended for simple images and limited to a maximum of 256 colours.,,,,,https://joinup.ec.europa.eu/sites/default/files/document/2011-12/gvsig-1_0-man-v1-en_01.pdf,,,osgeo-info:Info164,osgeo-review:Review164,ldapi164-json,https://osgeo.geolexica.org/api/ldapi/164.json,ldapi164-jsonld,https://osgeo.geolexica.org/api/ldapi/164.jsonld,ldapi164-rdfxml,https://osgeo.geolexica.org/api/ldapi/164.rdf,ldapi164-skosrdf,https://osgeo.geolexica.org/api/ldapi/164.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,164
165,osgeo-concept:c165,skos:Concept,owl:NamedIndividual,GRASPgfs,,GRASPgfs,,prototype of the Nottingham Geospatial Institute for Geospatial Resource for Agricultural Species and Pests with integrated workflow modelling to support Global Food Security,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info165,osgeo-review:Review165,ldapi165-json,https://osgeo.geolexica.org/api/ldapi/165.json,ldapi165-jsonld,https://osgeo.geolexica.org/api/ldapi/165.jsonld,ldapi165-rdfxml,https://osgeo.geolexica.org/api/ldapi/165.rdf,ldapi165-skosrdf,https://osgeo.geolexica.org/api/ldapi/165.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,165
166,osgeo-concept:c166,skos:Concept,owl:NamedIndividual,GRIB,,GRIB,,WMO standardized data format used in meteorology to store historical and forecast weather data standard,"Note to entry: Abbreviated from the words ""GRIdded Binary"".",,,,,,,,osgeo-info:Info166,osgeo-review:Review166,ldapi166-json,https://osgeo.geolexica.org/api/ldapi/166.json,ldapi166-jsonld,https://osgeo.geolexica.org/api/ldapi/166.jsonld,ldapi166-rdfxml,https://osgeo.geolexica.org/api/ldapi/166.rdf,ldapi166-skosrdf,https://osgeo.geolexica.org/api/ldapi/166.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,166
167,osgeo-concept:c167,skos:Concept,owl:NamedIndividual,grid,,grid,,network composed of two or more sets of curves in which the members of each set intersect the members of the other sets in an algorithmic way,Note to entry: The curves partition a space into grid cells.,,,,,,osgeo-source:ISO-19123-2005,4.1.23,osgeo-info:Info167,osgeo-review:Review167,ldapi167-json,https://osgeo.geolexica.org/api/ldapi/167.json,ldapi167-jsonld,https://osgeo.geolexica.org/api/ldapi/167.jsonld,ldapi167-rdfxml,https://osgeo.geolexica.org/api/ldapi/167.rdf,ldapi167-skosrdf,https://osgeo.geolexica.org/api/ldapi/167.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,167
168,osgeo-concept:c168,skos:Concept,owl:NamedIndividual,Ground Control Point,GCP,Ground Control Point,,Definition not provided in this language.,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info168,osgeo-review:Review168,ldapi168-json,https://osgeo.geolexica.org/api/ldapi/168.json,ldapi168-jsonld,https://osgeo.geolexica.org/api/ldapi/168.jsonld,ldapi168-rdfxml,https://osgeo.geolexica.org/api/ldapi/168.rdf,ldapi168-skosrdf,https://osgeo.geolexica.org/api/ldapi/168.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,168
169,osgeo-concept:c169,skos:Concept,owl:NamedIndividual,Group on Earth Observations,GEO,Group on Earth Observations,,Definition not provided in this language.,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info169,osgeo-review:Review169,ldapi169-json,https://osgeo.geolexica.org/api/ldapi/169.json,ldapi169-jsonld,https://osgeo.geolexica.org/api/ldapi/169.jsonld,ldapi169-rdfxml,https://osgeo.geolexica.org/api/ldapi/169.rdf,ldapi169-skosrdf,https://osgeo.geolexica.org/api/ldapi/169.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,169
170,osgeo-concept:c170,skos:Concept,owl:NamedIndividual,gvSIG,,gvSIG,,specific Geographical Information handling tool for common vector and raster formats with a user interface,,,,,,https://joinup.ec.europa.eu/sites/default/files/document/2011-12/gvsig-1_0-man-v1-en_01.pdf,,,osgeo-info:Info170,osgeo-review:Review170,ldapi170-json,https://osgeo.geolexica.org/api/ldapi/170.json,ldapi170-jsonld,https://osgeo.geolexica.org/api/ldapi/170.jsonld,ldapi170-rdfxml,https://osgeo.geolexica.org/api/ldapi/170.rdf,ldapi170-skosrdf,https://osgeo.geolexica.org/api/ldapi/170.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,170
171,osgeo-concept:c171,skos:Concept,owl:NamedIndividual,Hibernate Query Language.,HQL,Hibernate Query Language.,,Definition not provided in this language.,,,,,,https://geonetwork-opensource.org/manuals/2.10.4/eng/users/glossary.html,,,osgeo-info:Info171,osgeo-review:Review171,ldapi171-json,https://osgeo.geolexica.org/api/ldapi/171.json,ldapi171-jsonld,https://osgeo.geolexica.org/api/ldapi/171.jsonld,ldapi171-rdfxml,https://osgeo.geolexica.org/api/ldapi/171.rdf,ldapi171-skosrdf,https://osgeo.geolexica.org/api/ldapi/171.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,171
172,osgeo-concept:c172,skos:Concept,owl:NamedIndividual,Hierarchical Data Format,HDF,Hierarchical Data Format,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info172,osgeo-review:Review172,ldapi172-json,https://osgeo.geolexica.org/api/ldapi/172.json,ldapi172-jsonld,https://osgeo.geolexica.org/api/ldapi/172.jsonld,ldapi172-rdfxml,https://osgeo.geolexica.org/api/ldapi/172.rdf,ldapi172-skosrdf,https://osgeo.geolexica.org/api/ldapi/172.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,172
173,osgeo-concept:c173,skos:Concept,owl:NamedIndividual,High Level Political Forum (of UN),HLPF,High Level Political Forum (of UN),,Definition not provided in this language.,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info173,osgeo-review:Review173,ldapi173-json,https://osgeo.geolexica.org/api/ldapi/173.json,ldapi173-jsonld,https://osgeo.geolexica.org/api/ldapi/173.jsonld,ldapi173-rdfxml,https://osgeo.geolexica.org/api/ldapi/173.rdf,ldapi173-skosrdf,https://osgeo.geolexica.org/api/ldapi/173.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,173
174,osgeo-concept:c174,skos:Concept,owl:NamedIndividual,high performance computing,HPC,high performance computing,,Definition not provided in this language.,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info174,osgeo-review:Review174,ldapi174-json,https://osgeo.geolexica.org/api/ldapi/174.json,ldapi174-jsonld,https://osgeo.geolexica.org/api/ldapi/174.jsonld,ldapi174-rdfxml,https://osgeo.geolexica.org/api/ldapi/174.rdf,ldapi174-skosrdf,https://osgeo.geolexica.org/api/ldapi/174.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,174
175,osgeo-concept:c175,skos:Concept,owl:NamedIndividual,Human Technology Interface,HTI,Human Technology Interface,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info175,osgeo-review:Review175,ldapi175-json,https://osgeo.geolexica.org/api/ldapi/175.json,ldapi175-jsonld,https://osgeo.geolexica.org/api/ldapi/175.jsonld,ldapi175-rdfxml,https://osgeo.geolexica.org/api/ldapi/175.rdf,ldapi175-skosrdf,https://osgeo.geolexica.org/api/ldapi/175.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,175
176,osgeo-concept:c176,skos:Concept,owl:NamedIndividual,Humanitarian OpenStreetMap Team,HOT,Humanitarian OpenStreetMap Team,,Definition not provided in this language.,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info176,osgeo-review:Review176,ldapi176-json,https://osgeo.geolexica.org/api/ldapi/176.json,ldapi176-jsonld,https://osgeo.geolexica.org/api/ldapi/176.jsonld,ldapi176-rdfxml,https://osgeo.geolexica.org/api/ldapi/176.rdf,ldapi176-skosrdf,https://osgeo.geolexica.org/api/ldapi/176.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,176
177,osgeo-concept:c177,skos:Concept,owl:NamedIndividual,IEEE Geoscience and Remote Sensing Society,GRSS,IEEE Geoscience and Remote Sensing Society,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info177,osgeo-review:Review177,ldapi177-json,https://osgeo.geolexica.org/api/ldapi/177.json,ldapi177-jsonld,https://osgeo.geolexica.org/api/ldapi/177.jsonld,ldapi177-rdfxml,https://osgeo.geolexica.org/api/ldapi/177.rdf,ldapi177-skosrdf,https://osgeo.geolexica.org/api/ldapi/177.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,177
178,osgeo-concept:c178,skos:Concept,owl:NamedIndividual,IEEE Geoscience and Remote Sensing Society,IEEE GRSS,IEEE Geoscience and Remote Sensing Society,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info178,osgeo-review:Review178,ldapi178-json,https://osgeo.geolexica.org/api/ldapi/178.json,ldapi178-jsonld,https://osgeo.geolexica.org/api/ldapi/178.jsonld,ldapi178-rdfxml,https://osgeo.geolexica.org/api/ldapi/178.rdf,ldapi178-skosrdf,https://osgeo.geolexica.org/api/ldapi/178.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,178
179,osgeo-concept:c179,skos:Concept,owl:NamedIndividual,image,,image,,gridded coverage whose attribute values are a numerical representation of a physical parameter,Note to entry: The physical parameters are the result of measurement by a sensor (3.27) or a prediction from a model.,,,,,,osgeo-source:ISO-19115-2-2019,3.1.18,osgeo-info:Info179,osgeo-review:Review179,ldapi179-json,https://osgeo.geolexica.org/api/ldapi/179.json,ldapi179-jsonld,https://osgeo.geolexica.org/api/ldapi/179.jsonld,ldapi179-rdfxml,https://osgeo.geolexica.org/api/ldapi/179.rdf,ldapi179-skosrdf,https://osgeo.geolexica.org/api/ldapi/179.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,179
180,osgeo-concept:c180,skos:Concept,owl:NamedIndividual,Implementation Standard,IS,Implementation Standard,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info180,osgeo-review:Review180,ldapi180-json,https://osgeo.geolexica.org/api/ldapi/180.json,ldapi180-jsonld,https://osgeo.geolexica.org/api/ldapi/180.jsonld,ldapi180-rdfxml,https://osgeo.geolexica.org/api/ldapi/180.rdf,ldapi180-skosrdf,https://osgeo.geolexica.org/api/ldapi/180.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,180
181,osgeo-concept:c181,skos:Concept,owl:NamedIndividual,IndoorGML,,IndoorGML,,OGC standardized common schema framework for interoperability between indoor and outdoor navigation applications,Note to entry: Standardized by the OGC IndoorGML Standards Working Group.,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info181,osgeo-review:Review181,ldapi181-json,https://osgeo.geolexica.org/api/ldapi/181.json,ldapi181-jsonld,https://osgeo.geolexica.org/api/ldapi/181.jsonld,ldapi181-rdfxml,https://osgeo.geolexica.org/api/ldapi/181.rdf,ldapi181-skosrdf,https://osgeo.geolexica.org/api/ldapi/181.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,181
182,osgeo-concept:c182,skos:Concept,owl:NamedIndividual,Information and Communications Technology,ICT,Information and Communications Technology,,extensional term for information technology (IT) that stresses the role of unified communications and the integration of telecommunications and computers,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info182,osgeo-review:Review182,ldapi182-json,https://osgeo.geolexica.org/api/ldapi/182.json,ldapi182-jsonld,https://osgeo.geolexica.org/api/ldapi/182.jsonld,ldapi182-rdfxml,https://osgeo.geolexica.org/api/ldapi/182.rdf,ldapi182-skosrdf,https://osgeo.geolexica.org/api/ldapi/182.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,182
183,osgeo-concept:c183,skos:Concept,owl:NamedIndividual,Information Communities and Semantics,ICS,Information Communities and Semantics,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info183,osgeo-review:Review183,ldapi183-json,https://osgeo.geolexica.org/api/ldapi/183.json,ldapi183-jsonld,https://osgeo.geolexica.org/api/ldapi/183.jsonld,ldapi183-rdfxml,https://osgeo.geolexica.org/api/ldapi/183.rdf,ldapi183-skosrdf,https://osgeo.geolexica.org/api/ldapi/183.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,183
184,osgeo-concept:c184,skos:Concept,owl:NamedIndividual,Infraestructura de Datos Espaciales de EspaÃ±a (Spanish Spatial Data Infrastructure),IDEE,Infraestructura de Datos Espaciales de EspaÃ±a (Spanish Spatial Data Infrastructure),,"National Spatial Data Infrastructure project of Spain which aims to integrate data, metadata, services and geographic information through the Internet",,,,,,https://joinup.ec.europa.eu/sites/default/files/document/2011-12/gvsig-1_0-man-v1-en_01.pdf,,,osgeo-info:Info184,osgeo-review:Review184,ldapi184-json,https://osgeo.geolexica.org/api/ldapi/184.json,ldapi184-jsonld,https://osgeo.geolexica.org/api/ldapi/184.jsonld,ldapi184-rdfxml,https://osgeo.geolexica.org/api/ldapi/184.rdf,ldapi184-skosrdf,https://osgeo.geolexica.org/api/ldapi/184.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,184
185,osgeo-concept:c185,skos:Concept,owl:NamedIndividual,Infrastructure for Spatial Information in Europe,INSPIRE,Infrastructure for Spatial Information in Europe,,Definition not provided in this language.,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info185,osgeo-review:Review185,ldapi185-json,https://osgeo.geolexica.org/api/ldapi/185.json,ldapi185-jsonld,https://osgeo.geolexica.org/api/ldapi/185.jsonld,ldapi185-rdfxml,https://osgeo.geolexica.org/api/ldapi/185.rdf,ldapi185-skosrdf,https://osgeo.geolexica.org/api/ldapi/185.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,185
186,osgeo-concept:c186,skos:Concept,owl:NamedIndividual,Integrated Justice Information Systems (IJIS) Institute,,Integrated Justice Information Systems (IJIS) Institute,IJIS Institute,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info186,osgeo-review:Review186,ldapi186-json,https://osgeo.geolexica.org/api/ldapi/186.json,ldapi186-jsonld,https://osgeo.geolexica.org/api/ldapi/186.jsonld,ldapi186-rdfxml,https://osgeo.geolexica.org/api/ldapi/186.rdf,ldapi186-skosrdf,https://osgeo.geolexica.org/api/ldapi/186.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,186
187,osgeo-concept:c187,skos:Concept,owl:NamedIndividual,Intellectual Property,IP,Intellectual Property,,Definition not provided in this language.,,,,,,,,,osgeo-info:Info187,osgeo-review:Review187,ldapi187-json,https://osgeo.geolexica.org/api/ldapi/187.json,ldapi187-jsonld,https://osgeo.geolexica.org/api/ldapi/187.jsonld,ldapi187-rdfxml,https://osgeo.geolexica.org/api/ldapi/187.rdf,ldapi187-skosrdf,https://osgeo.geolexica.org/api/ldapi/187.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,187
188,osgeo-concept:c188,skos:Concept,owl:NamedIndividual,Intellectual Property Rights,IPR,Intellectual Property Rights,,Definition not provided in this language.,,,,,,https://www.opengeospatial.org/acronyms,,,osgeo-info:Info188,osgeo-review:Review188,ldapi188-json,https://osgeo.geolexica.org/api/ldapi/188.json,ldapi188-jsonld,https://osgeo.geolexica.org/api/ldapi/188.jsonld,ldapi188-rdfxml,https://osgeo.geolexica.org/api/ldapi/188.rdf,ldapi188-skosrdf,https://osgeo.geolexica.org/api/ldapi/188.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,188
189,osgeo-concept:c189,skos:Concept,owl:NamedIndividual,International Cartographic Association,ICA,International Cartographic Association,,Definition not provided in this language.,,,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,,osgeo-info:Info189,osgeo-review:Review189,ldapi189-json,https://osgeo.geolexica.org/api/ldapi/189.json,ldapi189-jsonld,https://osgeo.geolexica.org/api/ldapi/189.jsonld,ldapi189-rdfxml,https://osgeo.geolexica.org/api/ldapi/189.rdf,ldapi189-skosrdf,https://osgeo.geolexica.org/api/ldapi/189.ttl,osgeo:OSGeoConceptScheme,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,189
