dcterms:identifier,osgeo:termID,rdfs:label,osgeo:abbreviation,skos:prefLabel @en,skos:altLabel @en,rdf:type,rdf:type,osgeo:hasLDAPI,osgeo:jsonURI,osgeo:hasLDAPI,osgeo:jsonldURI,osgeo:hasLDAPI,osgeo:rdfxmlURI,osgeo:hasLDAPI,osgeo:rdfxmlURI2,skos:inScheme,osgeo:hasInfo,osgeo:hasReview,skos:definition @en,osgeo-lang:eng-note,osgeo-lang:eng-note,osgeo-lang:eng-note,osgeo:hasSource,osgeo:example @en,osgeo:hasOrigin @anyURI,osgeo:hasOrigin,osgeo:classification,skos:notation
126,osgeo-concept:c126,geodesy,,geodesy,,skos:Concept,owl:NamedIndividual,ldapi126-json,https://osgeo.geolexica.org/api/ldapi/126.json,ldapi126-jsonld,https://osgeo.geolexica.org/api/ldapi/126.jsonld,ldapi126-rdfxml,https://osgeo.geolexica.org/api/ldapi/126.rdf,ldapi126-skosrdf,https://osgeo.geolexica.org/api/ldapi/126.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info126,osgeo-review:Review126,science that studies the shape of the Earch in the gravitational field,,,,https://joinup.ec.europa.eu/sites/default/files/document/2011-12/gvsig-1_0-man-v1-en_01.pdf,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,126
127,osgeo-concept:c127,geographic information system,GIS,geographic information system,,skos:Concept,owl:NamedIndividual,ldapi127-json,https://osgeo.geolexica.org/api/ldapi/127.json,ldapi127-jsonld,https://osgeo.geolexica.org/api/ldapi/127.jsonld,ldapi127-rdfxml,https://osgeo.geolexica.org/api/ldapi/127.rdf,ldapi127-skosrdf,https://osgeo.geolexica.org/api/ldapi/127.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info127,osgeo-review:Review127,"system that captures, stores, analyzes, manages, and presents data that is linked to location",,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,127
128,osgeo-concept:c128,Geographic Linkage Service 1.0 Standards Working Group,GLS SWG,Geographic Linkage Service 1.0 Standards Working Group,,skos:Concept,owl:NamedIndividual,ldapi128-json,https://osgeo.geolexica.org/api/ldapi/128.json,ldapi128-jsonld,https://osgeo.geolexica.org/api/ldapi/128.jsonld,ldapi128-rdfxml,https://osgeo.geolexica.org/api/ldapi/128.rdf,ldapi128-skosrdf,https://osgeo.geolexica.org/api/ldapi/128.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info128,osgeo-review:Review128,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,128
129,osgeo-concept:c129,geoid,,geoid,,skos:Concept,owl:NamedIndividual,ldapi129-json,https://osgeo.geolexica.org/api/ldapi/129.json,ldapi129-jsonld,https://osgeo.geolexica.org/api/ldapi/129.jsonld,ldapi129-rdfxml,https://osgeo.geolexica.org/api/ldapi/129.rdf,ldapi129-skosrdf,https://osgeo.geolexica.org/api/ldapi/129.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info129,osgeo-review:Review129,"equipotential surface of the Earth’s gravity field which is perpendicular to the direction of gravity and which best fits mean sea level either locally, regionally or globally",,,,"ISO 19111:2019, 3.1.36",,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,129
130,osgeo-concept:c130,GeoJSON,,GeoJSON,,skos:Concept,owl:NamedIndividual,ldapi130-json,https://osgeo.geolexica.org/api/ldapi/130.json,ldapi130-jsonld,https://osgeo.geolexica.org/api/ldapi/130.jsonld,ldapi130-rdfxml,https://osgeo.geolexica.org/api/ldapi/130.rdf,ldapi130-skosrdf,https://osgeo.geolexica.org/api/ldapi/130.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info130,osgeo-review:Review130,format for encoding a variety of geographic data structures using JSON,Note to entry: GeoJSON is commonly used in spatial applications.,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,130
131,osgeo-concept:c131,Geometry Engine Open Source,GEOS,Geometry Engine Open Source,,skos:Concept,owl:NamedIndividual,ldapi131-json,https://osgeo.geolexica.org/api/ldapi/131.json,ldapi131-jsonld,https://osgeo.geolexica.org/api/ldapi/131.jsonld,ldapi131-rdfxml,https://osgeo.geolexica.org/api/ldapi/131.rdf,ldapi131-skosrdf,https://osgeo.geolexica.org/api/ldapi/131.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info131,osgeo-review:Review131,C/C++ port of the Java Topology Suite used for geometric algebra operations,Note to entry: Can be used for applications such as determining if a polygon is contained in another polygon or determining the resultant intersection of two or more polygons.,,,https://mapserver.org/glossary.html,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,131
132,osgeo-concept:c132,GeoNetwork,,GeoNetwork,,skos:Concept,owl:NamedIndividual,ldapi132-json,https://osgeo.geolexica.org/api/ldapi/132.json,ldapi132-jsonld,https://osgeo.geolexica.org/api/ldapi/132.jsonld,ldapi132-rdfxml,https://osgeo.geolexica.org/api/ldapi/132.rdf,ldapi132-skosrdf,https://osgeo.geolexica.org/api/ldapi/132.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info132,osgeo-review:Review132,"standards based, Free and Open Source catalog application to manage spatially referenced resources through the web",Note to entry: Available from: http://geonetwork-opensource.org,,,https://geonetwork-opensource.org/manuals/2.10.4/eng/users/glossary.html,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,132
133,osgeo-concept:c133,GeoNetwork Administrator Survival Tool,GAST,GeoNetwork Administrator Survival Tool,,skos:Concept,owl:NamedIndividual,ldapi133-json,https://osgeo.geolexica.org/api/ldapi/133.json,ldapi133-jsonld,https://osgeo.geolexica.org/api/ldapi/133.jsonld,ldapi133-rdfxml,https://osgeo.geolexica.org/api/ldapi/133.rdf,ldapi133-skosrdf,https://osgeo.geolexica.org/api/ldapi/133.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info133,osgeo-review:Review133,desktop application that allows administrators of a GeoNetwork catalog to perform simple database configuration using a GUI,,,,https://geonetwork-opensource.org/manuals/2.10.4/eng/users/glossary.html,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,133
134,osgeo-concept:c134,geopositioning,,geopositioning,,skos:Concept,owl:NamedIndividual,ldapi134-json,https://osgeo.geolexica.org/api/ldapi/134.json,ldapi134-jsonld,https://osgeo.geolexica.org/api/ldapi/134.jsonld,ldapi134-rdfxml,https://osgeo.geolexica.org/api/ldapi/134.rdf,ldapi134-skosrdf,https://osgeo.geolexica.org/api/ldapi/134.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info134,osgeo-review:Review134,determination of the geographic position of an object,"Note to entry: While there are many methods for geopositioning, this document is focused on geopositioning from image coordinates.",,,"ISO 19130-1:2018, 3.36",,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,134
135,osgeo-concept:c135,Geoprocessing networks in a European Territorial Interoperability Study,GETIS,Geoprocessing networks in a European Territorial Interoperability Study,,skos:Concept,owl:NamedIndividual,ldapi135-json,https://osgeo.geolexica.org/api/ldapi/135.json,ldapi135-jsonld,https://osgeo.geolexica.org/api/ldapi/135.jsonld,ldapi135-rdfxml,https://osgeo.geolexica.org/api/ldapi/135.rdf,ldapi135-skosrdf,https://osgeo.geolexica.org/api/ldapi/135.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info135,osgeo-review:Review135,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,135
136,osgeo-concept:c136,georectified,,georectified,,skos:Concept,owl:NamedIndividual,ldapi136-json,https://osgeo.geolexica.org/api/ldapi/136.json,ldapi136-jsonld,https://osgeo.geolexica.org/api/ldapi/136.jsonld,ldapi136-rdfxml,https://osgeo.geolexica.org/api/ldapi/136.rdf,ldapi136-skosrdf,https://osgeo.geolexica.org/api/ldapi/136.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info136,osgeo-review:Review136,corrected for positional displacement with respect to the surface of the Earth,,,,"ISO 19115-2:2019, 3.11",,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,136
137,osgeo-concept:c137,georeferencing,,georeferencing,,skos:Concept,owl:NamedIndividual,ldapi137-json,https://osgeo.geolexica.org/api/ldapi/137.json,ldapi137-jsonld,https://osgeo.geolexica.org/api/ldapi/137.jsonld,ldapi137-rdfxml,https://osgeo.geolexica.org/api/ldapi/137.rdf,ldapi137-skosrdf,https://osgeo.geolexica.org/api/ldapi/137.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info137,osgeo-review:Review137,geopositioning an object using a Correspondence Model derived from a set of points for which both ground and image coordinates are known,,,,"ISO 19130-1:2018, 3.38",,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,137
138,osgeo-concept:c138,GeoRSS,,GeoRSS,,skos:Concept,owl:NamedIndividual,ldapi138-json,https://osgeo.geolexica.org/api/ldapi/138.json,ldapi138-jsonld,https://osgeo.geolexica.org/api/ldapi/138.jsonld,ldapi138-rdfxml,https://osgeo.geolexica.org/api/ldapi/138.rdf,ldapi138-skosrdf,https://osgeo.geolexica.org/api/ldapi/138.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info138,osgeo-review:Review138,RSS feed containing geographic information in GML format,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,138
139,osgeo-concept:c139,GeoServer,,GeoServer,,skos:Concept,owl:NamedIndividual,ldapi139-json,https://osgeo.geolexica.org/api/ldapi/139.json,ldapi139-jsonld,https://osgeo.geolexica.org/api/ldapi/139.jsonld,ldapi139-rdfxml,https://osgeo.geolexica.org/api/ldapi/139.rdf,ldapi139-skosrdf,https://osgeo.geolexica.org/api/ldapi/139.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info139,osgeo-review:Review139,open source software server written in Java that allows users to share and edit geospatial data,,,,https://geonetwork-opensource.org/manuals/2.10.4/eng/users/glossary.html,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,139
140,osgeo-concept:c140,GeoServer Data Store,,GeoServer Data Store,,skos:Concept,owl:NamedIndividual,ldapi140-json,https://osgeo.geolexica.org/api/ldapi/140.json,ldapi140-jsonld,https://osgeo.geolexica.org/api/ldapi/140.jsonld,ldapi140-rdfxml,https://osgeo.geolexica.org/api/ldapi/140.rdf,ldapi140-skosrdf,https://osgeo.geolexica.org/api/ldapi/140.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info140,osgeo-review:Review140,GeoServer connection to a source of raster or vector data,,,,https://www.opengeospatial.org/acronyms,"EXAMPLE  A GeoServer Data Store can be a file or group of files, a database table, etc.",https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,140
141,osgeo-concept:c141,GeoServer ImageMosaic,,GeoServer ImageMosaic,,skos:Concept,owl:NamedIndividual,ldapi141-json,https://osgeo.geolexica.org/api/ldapi/141.json,ldapi141-jsonld,https://osgeo.geolexica.org/api/ldapi/141.jsonld,ldapi141-rdfxml,https://osgeo.geolexica.org/api/ldapi/141.rdf,ldapi141-skosrdf,https://osgeo.geolexica.org/api/ldapi/141.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info141,osgeo-review:Review141,GeoServer data store supporting the creation of a mosaic based on a number of georeferenced raster data sources,Note to entry: See also Data Store and Mosaic.,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,141
142,osgeo-concept:c142,GeoServices REST (REpresentational State Transfer) Standards Working Group,GServRestSWG,GeoServices REST (REpresentational State Transfer) Standards Working Group,,skos:Concept,owl:NamedIndividual,ldapi142-json,https://osgeo.geolexica.org/api/ldapi/142.json,ldapi142-jsonld,https://osgeo.geolexica.org/api/ldapi/142.jsonld,ldapi142-rdfxml,https://osgeo.geolexica.org/api/ldapi/142.rdf,ldapi142-skosrdf,https://osgeo.geolexica.org/api/ldapi/142.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info142,osgeo-review:Review142,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,142
143,osgeo-concept:c143,GeoSPARQL SWG,,GeoSPARQL SWG,,skos:Concept,owl:NamedIndividual,ldapi143-json,https://osgeo.geolexica.org/api/ldapi/143.json,ldapi143-jsonld,https://osgeo.geolexica.org/api/ldapi/143.jsonld,ldapi143-rdfxml,https://osgeo.geolexica.org/api/ldapi/143.rdf,ldapi143-skosrdf,https://osgeo.geolexica.org/api/ldapi/143.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info143,osgeo-review:Review143,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,143
144,osgeo-concept:c144,Geospatial Data Abstraction Library,GDAL,Geospatial Data Abstraction Library,,skos:Concept,owl:NamedIndividual,ldapi144-json,https://osgeo.geolexica.org/api/ldapi/144.json,ldapi144-jsonld,https://osgeo.geolexica.org/api/ldapi/144.jsonld,ldapi144-rdfxml,https://osgeo.geolexica.org/api/ldapi/144.rdf,ldapi144-skosrdf,https://osgeo.geolexica.org/api/ldapi/144.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info144,osgeo-review:Review144,"open source, multi-format raster reading and writing library",Note to entry: Pronounced “GOO-duhl”. Used widely in both open source and proprietary software.,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,144
145,osgeo-concept:c145,geospatial data set,,geospatial data set,,skos:Concept,owl:NamedIndividual,ldapi145-json,https://osgeo.geolexica.org/api/ldapi/145.json,ldapi145-jsonld,https://osgeo.geolexica.org/api/ldapi/145.jsonld,ldapi145-rdfxml,https://osgeo.geolexica.org/api/ldapi/145.rdf,ldapi145-skosrdf,https://osgeo.geolexica.org/api/ldapi/145.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info145,osgeo-review:Review145,"set or group of geospatial data having a common theme or association, often represented in a thematic layer",Note to entry: Geospatial datasets are typically the main elements in a GIS data model.,,,https://wiki.osgeo.org/wiki/Starter_Dictionary,EXAMPLE  An ESRI shapefile containing a set of line features representing city streets.,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,145
146,osgeo-concept:c146,Geospatial Information & Technology Association,GITA,Geospatial Information & Technology Association,,skos:Concept,owl:NamedIndividual,ldapi146-json,https://osgeo.geolexica.org/api/ldapi/146.json,ldapi146-jsonld,https://osgeo.geolexica.org/api/ldapi/146.jsonld,ldapi146-rdfxml,https://osgeo.geolexica.org/api/ldapi/146.rdf,ldapi146-skosrdf,https://osgeo.geolexica.org/api/ldapi/146.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info146,osgeo-review:Review146,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,146
147,osgeo-concept:c147,geospatial metadata instance,,geospatial metadata instance,,skos:Concept,owl:NamedIndividual,ldapi147-json,https://osgeo.geolexica.org/api/ldapi/147.json,ldapi147-jsonld,https://osgeo.geolexica.org/api/ldapi/147.jsonld,ldapi147-rdfxml,https://osgeo.geolexica.org/api/ldapi/147.rdf,ldapi147-skosrdf,https://osgeo.geolexica.org/api/ldapi/147.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info147,osgeo-review:Review147,"single and specific metadata document, typically created in conformance with a metadata standard",Note to entry: There is typically a metadata instance for each geospatial dataset in a GIS.,,,https://wiki.osgeo.org/wiki/Starter_Dictionary,"EXAMPLE  In a GIS that managed road data and car accident data in ESRI Shapefiles, you would have a metadata instance for each shapefile. One metadata instance might be named roads_metadata.txt while the other was named car_accidents_metadata.txt.",https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,147
148,osgeo-concept:c148,geospatial metadata standard,,geospatial metadata standard,,skos:Concept,owl:NamedIndividual,ldapi148-json,https://osgeo.geolexica.org/api/ldapi/148.json,ldapi148-jsonld,https://osgeo.geolexica.org/api/ldapi/148.jsonld,ldapi148-rdfxml,https://osgeo.geolexica.org/api/ldapi/148.rdf,ldapi148-skosrdf,https://osgeo.geolexica.org/api/ldapi/148.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info148,osgeo-review:Review148,guidelines for creating the content and structure of a metadata file,,,,https://wiki.osgeo.org/wiki/Starter_Dictionary,EXAMPLE  The FGDC metadata standard.,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,148
149,osgeo-concept:c149,Geospatial Objects,GO,Geospatial Objects,,skos:Concept,owl:NamedIndividual,ldapi149-json,https://osgeo.geolexica.org/api/ldapi/149.json,ldapi149-jsonld,https://osgeo.geolexica.org/api/ldapi/149.jsonld,ldapi149-rdfxml,https://osgeo.geolexica.org/api/ldapi/149.rdf,ldapi149-skosrdf,https://osgeo.geolexica.org/api/ldapi/149.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info149,osgeo-review:Review149,OGC OpenGIS Geographic Objects Implementation Specification,Note to entry:  Retired OGC standard.,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,149
150,osgeo-concept:c150,Geospatial Rights Management Domain Working Group,GeoRM DWG,Geospatial Rights Management Domain Working Group,,skos:Concept,owl:NamedIndividual,ldapi150-json,https://osgeo.geolexica.org/api/ldapi/150.json,ldapi150-jsonld,https://osgeo.geolexica.org/api/ldapi/150.jsonld,ldapi150-rdfxml,https://osgeo.geolexica.org/api/ldapi/150.rdf,ldapi150-skosrdf,https://osgeo.geolexica.org/api/ldapi/150.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info150,osgeo-review:Review150,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,150
151,osgeo-concept:c151,Global Earth Observation System of Systems Pilot Project,GEOSS Pilot,Global Earth Observation System of Systems Pilot Project,,skos:Concept,owl:NamedIndividual,ldapi151-json,https://osgeo.geolexica.org/api/ldapi/151.json,ldapi151-jsonld,https://osgeo.geolexica.org/api/ldapi/151.jsonld,ldapi151-rdfxml,https://osgeo.geolexica.org/api/ldapi/151.rdf,ldapi151-skosrdf,https://osgeo.geolexica.org/api/ldapi/151.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info151,osgeo-review:Review151,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,151
152,osgeo-concept:c152,Global Flood Awareness System,GloFAS,Global Flood Awareness System,,skos:Concept,owl:NamedIndividual,ldapi152-json,https://osgeo.geolexica.org/api/ldapi/152.json,ldapi152-jsonld,https://osgeo.geolexica.org/api/ldapi/152.jsonld,ldapi152-rdfxml,https://osgeo.geolexica.org/api/ldapi/152.rdf,ldapi152-skosrdf,https://osgeo.geolexica.org/api/ldapi/152.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info152,osgeo-review:Review152,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,152
